Algorithm,Property Name,Clashing Algorithm, Possible Name Duplicates,usage
SetSampleMaterialv1,ChemicalFormula,IndirectFlatPlateAbsorptionv2,SampleChemicalFormula CanChemicalFormula ,372
AddSampleLogv1,TimeUnit,ExportTimeSeriesLogv1,UnitOfTime ,91869
LoadBBYv1,FilterByTofMin,LoadEventAndCompressv1,FilterMonByTofMin ,1
PlotAsymmetryByLogValuev1,FirstRun,ApplyNegMuCorrectionv1,FirstRunNumber ,10
RefReductionv1,LowResNormAxisPixelRange,LiquidsReflectometryReductionv1,LowResDataAxisPixelRange LowResNormAxisPixelRangeFlag ,6
ElasticWindowv1,IntegrationRangeStart,CreateFlatEventWorkspacev1,RangeStart ,2
SANSSubtractv1,ScaleFactor,IndirectAnnulusAbsorptionv2,CanScaleFactor ,63
CylinderPaalmanPingsCorrectionv2,SampleDensityType,VesuvioCorrectionsv1,SampleDensity ,9
RenameLogv1,NewLogName,ExportTimeSeriesLogv1,LogName ,2
SubmitRemoteJobv2,JobID,SCARFTomoReconstructionv1,DownloadJobID CancelJobID ,5
CreateTransmissionWorkspacev2,WavelengthMin,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,4
EQSANSLoadv1,LoadMonitors,LoadEventNexusv1,LoadEventMonitors LoadHistoMonitors ,22910
SetupEQSANSReductionv1,BckTransmissionDarkCurrentFile,SetupILLD33Reductionv1,TransmissionDarkCurrentFile ,10888
RefLReductionv1,LowResNormAxisPixelRange,LiquidsReflectometryReductionv1,LowResDataAxisPixelRange LowResNormAxisPixelRangeFlag ,14
SNSPowderReductionv1,FrequencyLogNames,LoadLogPropertyTablev1,LogNames ,757
ProcessBackgroundv1,OutputBackgroundType,FindPeakBackgroundv1,BackgroundType ,12
SANSBeamFinderv1,BeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,10
RemoveLowResTOFv1,MinWavelength,CreateTransmissionWorkspacev2,WavelengthMin ,22
MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity,VesuvioThicknessv1,NumberDensity ,4
DakotaChiSquaredv1,OutputFile,SaveGSASInstrumentFilev1,OutputFileName ,5
SaveLauenormv1,MinDSpacing,FindUBUsingFFTv1,MinD ,35
AlignAndFocusPowderv1,DMin,FindUBUsingFFTv1,MinD ,1368
SetupEQSANSReductionv1,SensitivityBeamCenterY,SANSBeamFinderv1,BeamCenterY ,10888
IndirectAnnulusAbsorptionv2,CanChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,17
IndirectCylinderAbsorptionv2,CanDensity,IndirectAnnulusAbsorptionv1,CanDensityType ,25
MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,4
IndirectCylinderAbsorptionv2,CanRadius,AnnularRingAbsorptionv1,CanOuterRadius CanInnerRadius ,25
DgsReductionv1,GroupingFile,DiffractionFocussingv1,GroupingFileName ,44
ReflectometryReductionOnev1,WavelengthMin,TOFSANSResolutionv1,MinWavelength ,8
FlatPlatePaalmanPingsCorrectionv1,SampleDensity,IndirectFlatPlateAbsorptionv2,SampleDensityType ,43
MergeLogsv1,MergedLogName,FilterLogByTimev1,LogName ,2
EnggCalibrateFullv1,RebinBinWidth,BinWidthAtXv1,BinWidth ,4
DgsReductionv1,SampleInputFile,LoadMaskv1,InputFile ,44
SetupHFIRReductionv1,TransmissionBeamRadius,FindCenterOfMassPositionv2,BeamRadius ,4666
GenerateEventsFilterv1,LogName,LoadSpiceXML2DDetv1,DetectorLogName ,667
CylinderPaalmanPingsCorrectionv2,SampleDensityType,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,9
NormaliseToMonitorv1,MonitorSpectrum,GetEiMonDetv1,MonitorSpectrumNumber ,52
AlignAndFocusPowderv1,CropWavelengthMax,CreateTransmissionWorkspacev2,WavelengthMax ,1368
SANSBeamSpreaderTransmissionv1,SpreaderTransmissionValue,ApplyTransmissionCorrectionv1,TransmissionValue ,0
SpecularReflectionPositionCorrectv1,SampleComponentName,SetInstrumentParameterv1,ComponentName ,2
SetSampleMaterialv1,SampleMassDensity,IndirectCylinderAbsorptionv1,SampleDensity ,372
SANSDirectBeamTransmissionv1,EmptyDataFilename,LoadSwansv1,FilenameData ,5707
StepScanv1,XMax,GSASIIRefineFitPeaksv1,MaxX ,90
ReflectometryReductionOnev1,DetectorComponentName,ClearMaskFlagv1,ComponentName ,8
RefLReductionv1,LowResDataAxisPixelRangeFlag,LiquidsReflectometryReductionv1,LowResDataAxisPixelRange LowResNormAxisPixelRangeFlag ,14
SetupEQSANSReductionv1,SampleDetectorDistanceOffset,SetupHFIRReductionv1,SampleDetectorDistance ,10888
AnnularRingAbsorptionv1,SampleChemicalFormula,CalculateSampleTransmissionv1,ChemicalFormula ,10
IndirectAnnulusAbsorptionv2,SampleDensity,AbsorptionCorrectionv1,SampleNumberDensity ,17
EQSANSResolutionv1,MinWavelength,CreateTransmissionWorkspacev2,WavelengthMin ,10831
SaveDetectorsGroupingv1,OutputFile,MaskDetectorsIfv1,OutputCalFile ,3
IndirectCylinderAbsorptionv1,CanDensityType,FlatPlatePaalmanPingsCorrectionv1,CanDensity ,10
SetupEQSANSReductionv1,SensitivityBeamCenterY,SetupILLD33Reductionv1,BeamCenterY ,10888
SetupEQSANSReductionv1,BckTransmissionBeamCenterMethod,SetupILLD33Reductionv1,TransmissionBeamCenterMethod ,10888
SaveNexusPDv1,NXentry,LoadEventAndCompressv1,NXentryName ,2
PoldiLoadRunsv1,OverwriteExistingWorkspace,ConvertToMDv1,OverwriteExisting ,62
IndirectFlatPlateAbsorptionv1,SampleChemicalFormula,SetSampleMaterialv1,ChemicalFormula ,10
SNSPowderReductionv1,CropWavelengthMax,EQSANSTofStructurev1,WavelengthMax ,757
IndirectAnnulusAbsorptionv1,SampleDensity,IndirectAnnulusAbsorptionv2,SampleDensityType ,10
AlignAndFocusPowderFromFilesv1,CropWavelengthMax,PredictPeaksv1,WavelengthMax ,214
DetermineChunkingv1,MaxChunkSize,NexusTesterv1,ChunkSize ,684
CalculateSampleTransmissionv1,ChemicalFormula,IndirectFlatPlateAbsorptionv2,SampleChemicalFormula CanChemicalFormula ,7
SaveLauenormv1,MinWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,35
LoadFITSv1,HeaderMapFile,EnergyWindowScanv1,MapFile ,147
EQSANSResolutionv1,MaxWavelength,CreateTransmissionWorkspacev1,WavelengthMax ,10831
SaveNXSPEv1,ParFile,VesuvioDiffractionReductionv1,InstrumentParFile ,30075
ElasticWindowMultiplev1,IntegrationRangeStart,CreateFlatEventWorkspacev1,RangeStart ,22
ReflectometryReductionOneAutov2,ScaleFactor,ApplyPaalmanPingsCorrectionv1,CanScaleFactor ,38
FitPeakv1,PeakParameterNames,ProcessIndirectFitParametersv1,ParameterNames ,2
SANSSensitivityCorrectionv1,BeamCenterY,SetupHFIRReductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,6
IndirectILLReductionFWSv1,BackgroundScalingFactor,SANSAbsoluteScalev1,ScalingFactor ,28
SaveDetectorsGroupingv1,OutputFile,ConvertSnsRoiFileToMaskv1,OutputFilePrefix ,3
SetupEQSANSReductionv1,BckTransmissionValue,SetupILLD33Reductionv1,TransmissionValue ,10888
OSIRISDiffractionReductionv1,ContainerScaleFactor,VesuvioCorrectionsv1,ContainerScale ,6
SetupHFIRReductionv1,TransmissionEmptyDataFile,SetupILLD33Reductionv1,BckTransmissionEmptyDataFile ,4666
RefinePowderDiffProfileSeqv1,OutputProjectFilename,StringToPngv1,OutputFilename ,0
MergeLogsv1,MergedLogName,AddLogDerivativev1,LogName ,2
SaveMDWorkspaceToVTKv1,RecursionDepth,ConvertToDiffractionMDWorkspacev2,MaxRecursionDepth MinRecursionDepth ,10
EnggCalibrateFullv1,RebinBinWidth,CreateSampleWorkspacev1,BinWidth ,4
RenameLogv1,OriginalLogName,GetTimeSeriesLogInformationv1,LogName ,2
LoadMuonNexusv1,DetectorGroupingTable,CalMuonDetectorPhasesv1,DetectorTable ,26890
GetEiT0atSNSv1,IncidentEnergyGuess,GetEiv2,IncidentEnergy ,31
StartLiveDatav1,PostProcessingAlgorithm,MonitorLiveDatav1,ProcessingAlgorithm ,284
HRPDSlabCanAbsorptionv1,SampleNumberDensity,VesuvioThicknessv1,NumberDensity ,2
ElasticWindowv1,IntegrationRangeEnd,CreateFlatEventWorkspacev1,RangeEnd ,2
CreateTransmissionWorkspaceAutov1,WavelengthMin,TOFSANSResolutionv1,MinWavelength ,124
RefinePowderDiffProfileSeqv1,OutputProjectFilename,LRAutoReductionv1,OutputFilename ,0
ApplyTransmissionCorrectionv1,TransmissionValue,SetupHFIRReductionv1,SpreaderTransmissionValue BckTransmissionValue ,12031
CalculateSampleTransmissionv1,ChemicalFormula,IndirectAnnulusAbsorptionv2,SampleChemicalFormula CanChemicalFormula ,7
AlignAndFocusPowderv1,CompressTolerance,LoadEventAndCompressv1,CompressTOFTolerance ,1368
SphericalAbsorptionv1,AttenuationXSection,HRPDSlabCanAbsorptionv1,SampleAttenuationXSection ,21
ConvertCWPDMDToSpectrav1,ScaleFactor,IndirectCylinderAbsorptionv1,CanScaleFactor ,2
CylinderPaalmanPingsCorrectionv2,CanDensityType,IndirectCylinderAbsorptionv1,CanDensity ,9
IndirectFlatPlateAbsorptionv1,CanDensity,IndirectCylinderAbsorptionv1,CanDensityType ,10
SaveIsawDetCalv1,AppendFile,SaveAsciiv2,AppendToFile ,21
RenameLogv1,OriginalLogName,ChangeLogTimev1,LogName ,2
SANSSensitivityCorrectionv1,FloodTransmissionError,SetupILLD33Reductionv1,TransmissionError ,6
SaveLauenormv1,SortFilesBy,SortEventsv1,SortBy ,35
AddLogDerivativev1,NewLogName,GetTimeSeriesLogInformationv1,LogName ,6
SNSPowderReductionv1,CropWavelengthMax,PredictPeaksv1,WavelengthMax ,757
RefReductionv1,SubtractSignalBackground,FindSXPeaksv1,SignalBackground ,6
CreateTransmissionWorkspaceAutov1,WavelengthMax,PDToGUDRUNv1,CropWavelengthMax ,124
CreateTransmissionWorkspaceAutov2,WavelengthMin,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,177
IndirectAnnulusAbsorptionv1,SampleDensity,IndirectFlatPlateAbsorptionv2,SampleDensityType ,10
SetupEQSANSReductionv1,BckTransmissionMethod,SetupHFIRReductionv1,TransmissionMethod ,10888
PDToGUDRUNv1,GroupingFile,CreateCalFileByNamesv1,GroupingFileName ,1
ReflectometryReductionOnev1,DetectorComponentName,SetInstrumentParameterv1,ComponentName ,8
SANSSubtractv1,ScaleFactor,ApplyPaalmanPingsCorrectionv1,CanScaleFactor ,63
SNSPowderReductionv1,FrequencyLogNames,CheckForSampleLogsv1,LogNames ,757
AnnularRingAbsorptionv1,SampleChemicalFormula,SetSampleMaterialv1,ChemicalFormula ,10
SetupEQSANSReductionv1,BckTransmissionBeamCenterY,SetupILLD33Reductionv1,TransmissionBeamCenterY ,10888
TimeSlicev1,PeakRange,IndirectILLReductionQENSv1,CalibrationPeakRange ,71
PDCalibrationv1,PeakFunction,PawleyFitv1,PeakProfileFunction ,22
CreateTransmissionWorkspaceAutov1,WavelengthMin,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,124
IndirectResolutionv1,BackgroundRange,ElasticWindowv1,BackgroundRangeStart BackgroundRangeEnd ,17
CalculateTransmissionBeamSpreaderv1,MaxWavelength,UnwrapMonitorsInTOFv1,WavelengthMax ,0
PoldiFitPeaks2Dv1,PeakProfileFunction,GetDetOffsetsMultiPeaksv1,PeakFunction ,2
TOFSANSResolutionv1,MinWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,8
SetupEQSANSReductionv1,BeamCenterFile,SetupHFIRReductionv1,SensitivityBeamCenterFile TransmissionBeamCenterFile ,10888
FlatPlatePaalmanPingsCorrectionv1,CanDensityType,IndirectTransmissionv1,DensityType ,43
ElasticWindowv1,BackgroundRangeStart,CreateFlatEventWorkspacev1,RangeStart ,2
DgsReductionv1,GroupingFile,GetDetectorOffsetsv1,GroupingFileName ,44
RemoveLowResTOFv1,MinWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,22
SpecularReflectionPositionCorrectv1,TwoThetaIn,CalculateResolutionv1,TwoTheta ,2
MaskBinsv1,XMax,GSASIIRefineFitPeaksv1,MaxX ,27167
ConvertUnitsv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,390842
CalculateTransmissionBeamSpreaderv1,MaxWavelength,PDToGUDRUNv1,CropWavelengthMax ,0
EQSANSTofStructurev1,WavelengthMin,PDToGUDRUNv1,CropWavelengthMin ,47572
MaskDetectorsIfv1,OutputCalFile,FindDeadDetectorsv1,OutputFile ,1
CalculateSampleTransmissionv1,DensityType,IndirectFlatPlateAbsorptionv2,SampleDensityType CanDensityType ,7
AnnularRingAbsorptionv1,SampleChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,10
RenameLogv1,OriginalLogName,AddLogDerivativev1,LogName ,2
LoadEmptyVesuviov1,InstrumentParFile,SaveNXSPEv1,ParFile ,6
SNSPowderReductionv1,CropWavelengthMin,CreateTransmissionWorkspacev2,WavelengthMin ,757
IndirectFlatPlateAbsorptionv1,SampleDensity,CylinderAbsorptionv1,SampleNumberDensity ,10
MSDFitv1,XStart,PlotPeakByLogValuev1,StartX ,8
ChopDatav1,IntegrationRangeLower,FindDeadDetectorsv1,RangeLower ,361
AddSampleLogv1,TimeUnit,GenerateEventsFilterv1,UnitOfTime ,91869
ReflectometryReductionOnev2,WavelengthMax,CalculateTransmissionBeamSpreaderv1,MaxWavelength ,21
SpecularReflectionPositionCorrectv2,SampleComponentName,MoveInstrumentComponentv1,ComponentName ,19
LoadEventAndCompressv1,FilterByTimeStop,GetTimeSeriesLogInformationv1,FilterStopTime ,50
SNAPReducev1,RunNumbers,BASISReduction311v1,NormRunNumbers ,753
MaskDetectorsIfv1,InputCalFile,LoadMaskv1,InputFile ,1
ImportMDHistoWorkspacev1,NumberOfBins,ResampleXv1,NumberBins ,4
ConvertCWSDExpToMomentumv1,SamplePosition,AlignComponentsv1,FitSamplePosition ,2392
IndirectCylinderAbsorptionv2,CanChemicalFormula,CalculateSampleTransmissionv1,ChemicalFormula ,25
ConvertSpiceDataToRealSpacev1,DurationLogName,FilterLogByTimev1,LogName ,6
MaxMinv1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,4
IndirectCylinderAbsorptionv1,SampleDensityType,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,10
AlignAndFocusPowderv1,CropWavelengthMin,CreateTransmissionWorkspaceAutov2,WavelengthMin ,1368
ILLIN16BCalibrationv1,ScaleFactor,ApplyPaalmanPingsCorrectionv1,CanScaleFactor ,5
EQSANSDirectBeamTransmissionv1,SampleDataFilename,ExaminePowderDiffProfilev1,DataFilename ,5892
AngularAutoCorrelationsSingleAxisv1,InputFile,MaskDetectorsIfv1,InputCalFile ,1
SaveAsciiv2,AppendToFile,SaveHKLv1,AppendFile ,36391
RefRoiv1,XPixelMin,MaskBinsv1,XMin ,25236
SphericalAbsorptionv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,21
SaveDiffFittingAsciiv1,RunNumber,LiquidsReflectometryReductionv1,NormalizationRunNumber ,2
AlignAndFocusPowderv1,CropWavelengthMin,CreateTransmissionWorkspacev1,WavelengthMin ,1368
IndirectQuickRunv1,RunNumbers,BASISReduction311v1,NormRunNumbers ,5
FindCenterOfMassPositionv2,CenterX,HFIRLoadv1,BeamCenterX ,2
EQSANSDirectBeamTransmissionv1,BeamCenterX,FindCenterOfMassPositionv2,CenterX ,5892
PoldiLoadRunsv1,FirstRun,CreateTransmissionWorkspacev1,FirstTransmissionRun ,62
AlignAndFocusPowderv1,CropWavelengthMax,PredictPeaksv1,WavelengthMax ,1368
DgsReductionv1,GroupingFile,GetDetOffsetsMultiPeaksv1,GroupingFileName ,44
ProcessBackgroundv1,OutputBackgroundType,ExaminePowderDiffProfilev1,BackgroundType ,12
ResampleXv1,LogBinning,SetupILLD33Reductionv1,IQLogBinning ,11
SaveLauenormv1,MinWavelength,AlignAndFocusPowderv1,CropWavelengthMin ,35
SetSampleMaterialv1,SampleMassDensity,CylinderPaalmanPingsCorrectionv2,SampleDensity ,372
IndirectFlatPlateAbsorptionv1,CanScaleFactor,ReflectometryReductionOnev1,ScaleFactor ,10
IndirectCylinderAbsorptionv1,SampleRadius,TOFSANSResolutionByPixelv1,SampleApertureRadius ,10
LoadNexusMonitorsv2,LoadEventMonitors,LoadISISNexusv2,LoadMonitors ,24781
IndirectCylinderAbsorptionv2,SampleRadius,CylinderAbsorptionv1,CylinderSampleRadius ,25
IndirectCylinderAbsorptionv1,CanDensity,IndirectFlatPlateAbsorptionv2,CanDensityType ,10
FilterByLogValuev1,LogName,RenameLogv1,OriginalLogName NewLogName ,6633
ElasticWindowMultiplev1,BackgroundRangeStart,ISISIndirectEnergyTransferv1,BackgroundRange ,22
CalculateEfficiencyv1,MaskedComponent,SANSMaskv1,MaskedFullComponent ,3
ReflectometryReductionOneAutov2,WavelengthMax,EQSANSResolutionv1,MaxWavelength ,38
SphericalAbsorptionv1,SampleNumberDensity,IndirectFlatPlateAbsorptionv2,SampleDensity ,21
MergeLogsv1,ResetLogValue,ResetNegativesv1,ResetValue ,2
AnnularRingAbsorptionv1,SampleNumberDensity,IndirectAnnulusAbsorptionv2,SampleDensity ,10
RefRoiv1,XPixelMin,GSASIIRefineFitPeaksv1,MinX ,25236
DgsReductionv1,MedianTestCorrectForSolidAngle,DetectorDiagnosticv1,CorrectForSolidAngle ,44
IndirectCylinderAbsorptionv2,CanDensity,FlatPlatePaalmanPingsCorrectionv1,CanDensityType ,25
SetupEQSANSReductionv1,BckTransmissionError,SetupHFIRReductionv1,TransmissionError BckSpreaderTransmissionError ,10888
MedianDetectorTestv1,CorrectForSolidAngle,DetectorDiagnosticv1,SampleCorrectForSolidAngle ,181
SetupHFIRReductionv1,BeamCenterX,SANSBeamFinderv1,FoundBeamCenterX ,4666
IndirectCylinderAbsorptionv2,SampleDensity,CuboidGaugeVolumeAbsorptionv1,SampleNumberDensity ,25
HRPDSlabCanAbsorptionv1,SampleScatteringXSection,AbsorptionCorrectionv1,ScatteringXSection ,2
IndirectCylinderAbsorptionv2,CanDensity,IndirectCylinderAbsorptionv1,CanDensityType ,25
ApplyNegMuCorrectionv1,LastRunNumber,PoldiLoadRunsv1,LastRun ,12
DgsReductionv1,DetCalFilename,CreateDummyCalFilev1,CalFilename ,44
MaskAnglev1,MaskedDetectors,SmoothNeighboursv1,IgnoreMaskedDetectors ,6
ChopDatav1,IntegrationRangeUpper,DetectorDiagnosticv1,RangeUpper ,361
SavePlot1Dv1,YLabel,CreateWorkspacev1,YUnitLabel ,4
CreateMDHistoWorkspacev1,NumberOfBins,SetupILLD33Reductionv1,IQNumberOfBins IQ2DNumberOfBins ,232
SaveHKLv1,MinDSpacing,FindUBUsingFFTv1,MinD ,77
IndirectFlatPlateAbsorptionv2,CanScaleFactor,He3TubeEfficiencyv1,ScaleFactor ,13
AddSampleLogv1,LogName,LoadSpiceXML2DDetv1,DetectorLogName ,91869
IndirectCylinderAbsorptionv2,SampleDensity,HRPDSlabCanAbsorptionv1,SampleNumberDensity ,25
SetupHFIRReductionv1,SampleDetectorDistance,EQSANSLoadv1,SampleDetectorDistanceOffset ,4666
MaskDetectorsIfv1,InputCalFile,AngularAutoCorrelationsTwoAxesv1,InputFile ,1
ISISIndirectDiffractionReductionv1,InstrumentParFile,GSASIIRefineFitPeaksv1,InstrumentFile ,1
SANSConvertToWavelengthAndRebinv1,WavelengthStepType,EQSANSLoadv1,WavelengthStep ,2
HFIRLoadv1,BeamCenterX,SetupILLD33Reductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,14752
Fitv1,OutputParametersOnly,FitResolutionConvolvedModelv1,OutputParameters ,139657
ProcessIndirectFitParametersv1,XAxisUnit,CreateSimulationWorkspacev1,UnitX ,4
LoadMuonNexusv1,TimeZero,DgsReductionv1,TimeZeroGuess ,26890
LRPrimaryFractionv1,ScalingFactor,LRAutoReductionv1,ScalingFactorFile ,3542
SNAPReducev1,RunNumbers,BASISReductionv1,NormRunNumbers ,753
SANSSensitivityCorrectionv1,MaskedComponent,SANSMaskv1,MaskedFullComponent ,6
GetSpiceDataRawCountsFromMDv1,SampleLogName,ChangeLogTimev1,LogName ,2
FitPeakv1,PeakParameterNames,UpdatePeakParameterTableValuev1,ParameterNames ,2
ConvertCWSDExpToMomentumv1,DetectorSampleDistanceShift,EQSANSLoadv1,SampleDetectorDistance ,2392
IndirectCylinderAbsorptionv2,CanScaleFactor,ReflectometryReductionOneAutov2,ScaleFactor ,25
ReflectometryReductionOneAutov2,ScaleFactor,Stitch1Dv3,ManualScaleFactor OutScaleFactor ,38
EQSANSDirectBeamTransmissionv1,BeamCenterY,SetupILLD33Reductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,5892
EnergyWindowScanv1,SampleEnvironmentLogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,5
LRPrimaryFractionv1,ScalingFactor,LRDirectBeamSortv1,ScalingFactorFile ,3542
MergeLogsv1,ResetLogValue,PlotAsymmetryByLogValuev1,LogValue ,2
LiquidsReflectometryReductionv1,IncidentMediumSelected,LRDirectBeamSortv1,IncidentMedium ,400
IndirectAnnulusAbsorptionv1,CanDensityType,IndirectTransmissionv1,DensityType ,10
IntegratePeaksMDv1,ProfileFunction,PoldiFitPeaks2Dv1,PeakProfileFunction ,0
SuggestTibHYSPECv1,IncidentEnergy,DgsConvertToEnergyTransferv1,IncidentEnergyGuess ,10240
IndirectFlatPlateAbsorptionv1,CanDensityType,IndirectAnnulusAbsorptionv1,CanDensity ,10
IndirectFlatPlateAbsorptionv1,CanDensityType,IndirectCylinderAbsorptionv1,CanDensity ,10
MaskWorkspaceToCalFilev1,OutputFile,MaskDetectorsIfv1,OutputCalFile ,82
SmoothNeighboursv1,SumPixelsY,SumNeighboursv1,SumY ,38
RefReductionv1,AngleOffset,LiquidsReflectometryReductionv1,AngleOffsetError ,6
FilterEventsv1,FilterStartTime,LoadLiveDatav1,StartTime ,109
SANSAbsoluteScalev1,ScalingFactor,RefLReductionv1,ScalingFactorFile ,15223
ApplyTransmissionCorrectionv1,TransmissionError,SetupILLD33Reductionv1,BckTransmissionError ,12031
EQSANSDirectBeamTransmissionv1,FitFramesTogether,SetupEQSANSReductionv1,BckFitFramesTogether ,5892
IndirectResolutionv1,ScaleFactor,IndirectAnnulusAbsorptionv2,CanScaleFactor ,17
ElasticWindowMultiplev1,OutputInQSquared,ElasticWindowv1,OutputInQ ,22
AlignAndFocusPowderFromFilesv1,CropWavelengthMin,PredictPeaksv1,WavelengthMin ,214
ImggTomographicReconstructionv1,MaxProjectionAngle,MaxEntv1,MaxAngle ,0
IndirectCylinderAbsorptionv2,CanScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,25
FilterByTimev1,StartTime,GetTimeSeriesLogInformationv1,FilterStartTime ,828
IndirectFlatPlateAbsorptionv2,SampleDensityType,VesuvioCalculateMSv1,SampleDensity ,13
SNSPowderReductionv1,GroupingFile,DiffractionFocussingv1,GroupingFileName ,757
PreprocessDetectorsToMDv1,GetEFixed,NMoldyn4Interpolationv1,EFixed ,20
ReflectometryReductionOnev1,ScaleFactor,SANSStitchv1,OutScaleFactor ,8
CalibrateRectangularDetectorsv1,MinimumPeakHeightObs,PoldiPeakSearchv1,MinimumPeakHeight ,7
EQSANSResolutionv1,MaxWavelength,PDToGUDRUNv1,CropWavelengthMax ,10831
LoadNexusMonitorsv2,LoadEventMonitors,LoadVesuviov1,LoadMonitors ,24781
ImggTomographicReconstructionv1,MaxProjectionAngle,MaskAnglev1,MaxAngle ,0
IndirectCylinderAbsorptionv2,CanRadius,CylinderPaalmanPingsCorrectionv2,CanOuterRadius ,25
SetupEQSANSReductionv1,SensitivityBeamCenterX,SetupHFIRReductionv1,BeamCenterX ,10888
MergeRunsv1,SampleLogsFail,CompareSampleLogsv1,SampleLogs ,108
SetupHFIRReductionv1,TransmissionBeamCenterX,HFIRLoadv1,BeamCenterX ,4666
SetSampleMaterialv1,SampleNumberDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,372
IndirectCylinderAbsorptionv2,SampleDensityType,IndirectTransmissionv1,DensityType ,25
GSASIIRefineFitPeaksv1,MaxX,CrossCorrelatev1,XMax ,13
EQSANSResolutionv1,MinWavelength,CreateTransmissionWorkspaceAutov1,WavelengthMin ,10831
IndirectCylinderAbsorptionv1,CanScaleFactor,IndirectCalibrationv1,ScaleFactor ,10
ConvertAxesToRealSpacev1,NumberHorizontalBins,ResampleXv1,NumberBins ,5
LoadBBYv1,FilterByTimeStart,LoadEventAndCompressv1,FilterMonByTimeStart ,1
Stitch1DManyv1,ManualScaleFactor,IntegratePeaksCWSDv1,ScaleFactor ,293
SNSPowderReductionv1,GroupingFile,GetDetectorOffsetsv1,GroupingFileName ,757
ReflectometryReductionOneAutov2,ScaleFactor,IndirectAnnulusAbsorptionv2,CanScaleFactor ,38
FilterByTimev1,AbsoluteStartTime,ExportTimeSeriesLogv1,StartTime ,828
SaveMDWorkspaceToVTKv1,RecursionDepth,ConvertToDetectorFaceMDv1,MaxRecursionDepth ,10
CalculateCountRatev1,NormalizationLogName,ExportTimeSeriesLogv1,LogName ,2
IndirectCylinderAbsorptionv1,SampleDensityType,VesuvioCorrectionsv1,SampleDensity ,10
ILLIN16BCalibrationv1,ScaleFactor,IndirectCylinderAbsorptionv1,CanScaleFactor ,5
SetupEQSANSReductionv1,TransmissionDarkCurrentFile,SetupHFIRReductionv1,DarkCurrentFile BckTransmissionDarkCurrentFile ,10888
LoadVesuviov1,InstrumentParFile,GSASIIRefineFitPeaksv1,InstrumentFile ,1531
FilterEventsv1,FilterStartTime,FilterLogByTimev1,StartTime ,109
